is_canceled,deposit_type,lead_time,country,price,total_of_special_requests,arrival_date_day_of_month,arrival_date_week_number,market_segment,previous_cancellations
0,0,174,121,526.5,2,7,32,6,0
0,0,13,54,759.99,1,11,24,6,0
0,0,0,133,45.0,0,30,5,3,0
0,0,155,74,256.5,2,26,35,6,0
0,0,91,28,208.08,0,1,14,6,0
0,0,44,133,65.0,0,1,1,4,0
0,0,238,57,518.4200000000002,1,12,29,5,0
0,0,161,57,348.52,1,16,29,6,0
0,0,61,54,800.0300000000002,0,22,52,5,0
0,0,22,57,360.0,2,1,45,6,0
0,0,79,78,604.8,3,20,43,6,0
0,0,28,54,660.0,0,26,17,6,0
0,0,2,28,327.0,1,16,16,3,0
0,0,53,49,124.0,0,24,35,4,0
0,0,76,57,260.0,0,17,21,2,0
0,0,80,133,272.0,0,9,41,5,0
0,0,0,57,240.0,1,10,42,3,0
0,0,65,49,285.0,2,28,22,3,0
0,0,6,133,160.0,2,9,2,2,0
0,0,3,49,156.4,0,6,50,5,0
0,0,57,57,499.98,0,31,13,3,0
0,0,320,42,180.0,0,18,34,5,0
0,0,274,14,321.0,2,9,33,6,0
0,0,2,133,166.0,1,3,31,4,0
0,0,59,121,336.0,0,27,53,5,0
0,0,5,131,270.0,0,19,43,5,0
0,0,108,133,544.6,3,11,33,6,0
0,0,109,28,199.47,1,25,44,6,0
0,0,39,133,122.4,1,29,23,6,0
0,0,40,133,82.5,0,16,3,4,0
0,0,159,24,432.0,0,19,39,5,0
0,0,213,42,234.9,0,27,53,6,0
0,0,15,49,176.8,0,20,3,6,0
0,0,103,133,135.0,2,7,19,6,0
0,0,25,98,423.0,2,22,22,6,0
0,0,17,42,264.0,0,23,4,6,0
0,0,113,54,403.0,1,25,18,6,0
0,0,0,133,58.0,0,27,48,3,0
0,0,36,5,440.01,2,31,22,6,0
0,0,89,79,238.5,1,9,15,6,0
0,0,0,133,40.0,1,2,5,2,0
0,0,10,133,413.1,0,31,53,5,0
0,0,223,57,398.65,0,15,42,5,0
0,0,125,54,378.0,0,24,25,6,0
0,0,1,49,73.0,0,28,10,6,0
0,0,15,49,96.0,2,26,9,6,0
0,0,147,74,415.8,1,20,34,6,0
0,0,1,133,318.0,0,21,4,3,0
0,0,2,54,437.52,1,25,44,3,0
0,0,252,42,318.9,0,15,42,6,0
0,0,145,79,283.5,0,29,35,5,0
0,0,33,54,530.4,0,20,12,6,0
0,0,19,11,338.0,0,20,17,4,0
0,0,102,49,212.4,2,18,11,6,0
0,0,0,49,80.0,0,7,11,2,0
0,0,247,42,340.0,1,24,8,6,0
0,0,4,11,417.99,1,30,40,6,0
0,0,40,133,108.0,1,26,9,3,0
0,0,83,54,380.7000000000001,3,10,24,6,0
0,0,57,57,709.2,2,7,37,6,0
0,0,180,11,423.9,3,8,41,6,0
0,0,12,101,299.2,0,5,6,6,0
0,0,81,79,443.2,3,30,53,6,0
0,0,75,57,457.31,0,15,51,5,0
0,0,164,133,200.0,0,2,40,5,0
0,0,336,57,210.0,0,15,38,4,0
0,0,1,79,550.0,0,10,37,0,0
0,0,62,57,213.0,1,15,29,6,0
0,0,107,133,240.0,0,10,24,5,0
0,0,60,133,130.0,0,21,39,5,0
0,0,115,133,115.0,1,8,15,4,0
0,0,70,49,378.0,0,23,13,3,0
0,0,3,167,393.0,1,25,18,6,0
0,0,346,133,230.0,1,13,38,5,0
0,0,0,133,56.0,0,8,6,3,0
0,0,343,14,368.0,0,21,39,2,0
0,0,104,57,861.0,1,19,30,5,0
0,0,37,54,502.28,1,9,46,3,0
0,0,12,133,65.0,0,25,48,2,0
0,0,64,133,270.0,1,21,16,4,0
0,0,45,133,195.0,1,17,25,4,0
0,0,16,133,53.0,0,19,43,6,0
0,0,5,49,194.4,0,1,49,5,0
0,0,34,160,88.0,2,16,51,6,0
0,0,53,133,282.12,1,10,15,6,0
0,0,31,24,150.0,1,7,23,6,0
0,0,12,133,294.0,1,11,3,6,0
0,0,88,133,272.5,1,3,15,6,0
0,0,3,133,95.0,1,16,3,6,0
0,0,1,42,128.5,1,19,52,3,0
0,0,15,74,315.6,0,10,24,6,0
0,0,188,57,804.09,1,15,25,3,0
0,0,7,101,358.0,0,8,2,6,0
0,0,5,57,376.0,2,26,9,6,0
0,0,1,133,56.0,1,7,15,6,0
0,0,6,133,190.0,0,29,17,6,0
0,0,8,33,112.0,2,28,36,6,0
0,0,364,42,75.0,1,16,24,5,0
0,0,2,49,247.0,3,21,34,6,0
0,0,256,133,180.0,0,15,25,5,0
0,0,105,98,329.8,0,18,17,6,0
0,0,134,42,324.0,2,4,18,3,0
0,0,14,57,780.0,1,21,21,6,0
0,0,38,70,680.0,2,21,25,6,0
0,0,168,28,360.0,0,12,19,3,0
0,0,26,52,130.0,1,29,44,6,0
0,0,14,133,65.0,0,29,49,2,0
0,0,55,42,618.8000000000002,0,22,4,6,0
0,0,39,73,580.0,1,8,14,6,0
0,0,128,57,224.4,1,16,38,3,0
0,0,67,131,202.5,1,11,11,3,0
0,0,181,79,509.25,1,6,32,6,0
0,0,38,137,336.6,1,25,13,6,0
0,0,6,57,795.0,1,6,10,6,0
0,0,17,133,66.0,0,30,45,4,0
0,0,16,74,1130.01,1,4,14,6,0
0,0,32,133,146.0,0,20,47,5,0
0,0,137,57,445.5,0,11,24,5,0
0,0,207,57,176.0,0,13,7,4,0
0,0,4,54,150.0,0,11,19,6,0
0,0,2,79,217.5,0,15,33,5,0
0,0,0,133,39.0,0,3,6,3,0
0,0,3,79,180.0,1,12,11,6,0
0,0,300,133,1048.67,2,30,31,6,0
0,0,0,57,68.53,1,28,40,6,0
0,0,16,49,320.0,0,2,27,6,0
0,0,135,14,130.5,1,13,33,6,0
0,0,14,155,416.5,0,9,6,5,0
0,0,158,152,354.6,2,12,28,6,0
0,0,3,133,52.0,0,18,51,5,0
0,0,151,133,142.0,0,19,4,5,0
0,0,132,57,608.65,0,17,17,5,0
0,0,28,131,75.0,2,27,40,5,0
0,0,122,42,353.6,2,17,11,6,0
0,0,17,133,29.0,1,5,10,5,0
0,0,6,159,375.0,0,12,33,3,0
0,0,3,79,128.0,0,26,21,3,0
0,0,0,133,276.0,0,7,41,4,0
0,0,46,133,375.0,1,29,14,5,0
0,0,80,57,390.6,1,28,18,6,0
0,0,1,49,160.0,0,1,18,3,0
0,0,5,49,285.0,0,23,35,2,0
0,0,72,74,211.41,1,31,13,3,0
0,0,128,79,126.0,1,19,20,6,0
0,0,2,49,124.0,0,31,44,4,0
0,0,28,133,130.0,2,11,46,6,0
0,0,7,133,136.0,0,29,10,2,0
0,0,0,57,452.0,0,16,3,5,0
0,0,49,133,324.0,0,5,10,4,0
0,0,36,49,124.0,0,7,32,4,0
0,0,128,33,230.8,0,11,24,5,0
0,0,245,74,896.0,1,21,25,6,0
0,0,32,54,225.0,0,19,8,5,0
0,0,328,57,376.95,1,20,39,5,0
0,0,31,160,163.8,1,14,12,6,0
0,0,0,133,79.0,0,25,5,3,0
0,0,110,57,286.6500000000001,0,9,19,5,0
0,0,97,24,270.24,1,14,29,6,0
0,0,46,33,381.6,1,31,35,6,0
0,0,0,133,61.0,0,17,4,3,0
0,0,239,42,257.4,1,28,44,6,0
0,0,7,152,170.0,1,28,22,6,0
0,0,320,42,230.0,1,18,34,5,0
0,0,54,28,243.0,0,15,28,3,0
0,0,85,152,340.0,1,6,41,5,0
0,0,278,28,512.61,2,19,20,6,0
0,0,42,133,42.0,0,29,13,5,0
0,0,1,49,68.0,0,10,6,5,0
0,0,7,54,340.0,0,20,8,5,0
0,0,4,49,90.0,1,21,3,6,0
0,0,83,54,225.0,0,11,51,5,0
0,0,0,133,371.0,0,8,46,3,0
0,0,45,133,204.0,0,5,49,4,0
0,0,12,54,384.0,1,21,9,6,0
0,0,0,133,76.0,0,17,43,3,0
0,0,4,133,72.0,1,19,51,5,0
0,0,0,10,112.0,0,23,21,6,0
0,0,6,49,416.8,1,28,53,6,0
0,0,72,78,257.01,0,28,44,4,0
0,0,255,57,313.4,1,28,17,6,0
0,0,23,133,99.0,0,19,20,6,0
0,0,2,133,136.0,1,11,11,6,0
0,0,61,160,245.7,2,14,46,6,0
0,0,2,133,48.0,1,12,50,6,0
0,0,83,167,108.0,1,18,16,6,0
0,0,79,133,146.0,1,13,20,6,0
0,0,48,49,130.0,1,22,8,4,0
0,0,59,79,89.1,1,26,27,6,0
0,0,97,54,241.2,0,26,35,6,0
0,0,206,57,490.77,1,15,24,5,0
0,0,1,133,43.0,3,19,52,6,0
0,0,218,74,261.0,0,19,25,6,0
0,0,8,74,411.0,2,28,9,6,0
0,0,27,54,554.0,0,3,22,3,0
0,0,71,121,223.2,1,16,47,6,0
0,0,56,133,740.0,0,25,39,5,0
0,0,1,133,35.0,0,12,2,2,0
0,0,38,57,945.0,1,17,21,6,0
0,0,41,133,124.0,0,12,33,4,0
0,0,27,54,440.0,1,28,44,6,0
0,0,61,49,336.0,1,5,36,4,0
0,0,0,133,48.5,0,26,17,2,0
0,0,336,57,222.0,0,15,38,4,0
0,0,8,133,46.0,0,29,18,2,0
0,0,6,54,97.0,2,26,35,6,0
0,0,31,79,327.2999999999999,0,6,11,3,0
0,0,364,57,404.0,0,12,42,4,0
0,0,279,167,329.4,1,24,17,6,0
0,0,52,54,189.0,1,17,51,6,0
0,0,34,52,705.0,0,6,46,3,0
0,0,98,88,140.0,0,23,48,4,0
0,0,5,133,912.38,0,12,25,3,0
0,0,17,54,214.0,1,12,16,6,0
0,0,294,79,324.0,1,21,26,6,0
0,0,69,54,522.0,0,15,15,6,0
0,0,0,133,137.6,0,22,9,5,0
0,0,0,49,483.99,0,27,35,6,0
0,0,30,133,240.0,1,6,23,6,0
0,0,0,54,172.2,1,28,40,6,0
0,0,0,133,180.0,0,26,39,3,0
0,0,61,78,453.6,2,6,14,6,0
0,0,194,42,642.5999999999998,0,12,28,6,0
0,0,16,42,801.99,0,3,40,6,0
0,0,24,28,166.0,1,27,17,6,0
0,0,49,49,81.5,0,26,44,6,0
0,0,10,133,95.0,0,6,27,2,0
0,0,24,133,202.0,1,8,46,6,0
0,0,62,74,711.5500000000002,0,23,35,5,0
0,0,89,160,158.4,1,27,13,6,0
0,0,96,122,164.9,0,11,33,5,0
0,0,0,133,40.0,0,16,8,3,0
0,0,22,57,219.45,1,7,15,6,0
0,0,66,54,240.0,1,10,10,4,0
0,0,236,74,403.2,0,24,39,5,0
0,0,6,42,471.0,0,15,16,6,0
0,0,15,133,129.60000000000002,0,27,48,6,0
0,0,7,133,201.0,1,23,35,2,0
0,0,0,133,64.0,1,30,49,2,0
0,0,7,133,76.0,1,28,44,3,0
0,0,20,133,124.0,0,22,30,4,0
0,0,138,152,243.0,1,14,29,6,0
0,0,196,133,505.75,0,1,32,5,0
0,0,67,57,438.6,0,16,21,3,0
0,0,0,133,55.0,0,21,48,3,0
0,0,25,49,34.0,2,10,50,5,0
0,0,33,14,80.3,1,8,7,6,0
0,0,220,79,468.0,1,17,38,5,0
0,0,196,133,505.75,0,1,32,5,0
0,0,315,11,418.5,2,31,31,6,0
0,0,1,133,518.01,1,28,30,6,0
0,0,98,150,210.0,0,23,48,4,0
0,0,66,49,240.9,1,3,10,6,0
0,0,253,42,198.9,1,8,41,6,0
0,0,63,152,585.99,2,31,35,6,0
0,0,19,133,45.0,0,21,12,5,0
0,0,57,121,374.0,0,8,10,6,0
0,0,19,11,196.0,1,1,5,6,0
0,0,99,57,540.0,0,22,16,6,0
0,0,37,167,208.5,1,12,7,6,0
0,0,26,152,110.0,2,28,44,6,0
0,0,2,1,194.0,3,22,39,6,0
0,0,25,54,284.0,1,30,18,6,0
0,0,2,133,75.0,0,26,48,3,0
0,0,6,49,96.0,0,24,4,6,0
0,0,3,24,798.0,2,4,41,6,0
0,0,1,78,144.76,1,6,50,6,0
0,0,292,57,680.4,1,6,28,5,0
0,0,32,54,233.6,0,28,44,5,0
0,0,175,57,351.0,1,26,26,6,0
0,0,53,133,79.2,2,16,51,6,0
0,0,188,137,1088.64,1,25,31,5,0
0,0,168,133,330.0,0,30,14,4,0
0,0,208,133,882.0,1,8,33,6,0
0,0,198,121,280.79999999999995,2,17,11,6,0
0,0,219,42,324.0,0,16,43,4,0
0,0,1,133,67.0,0,6,15,2,0
0,0,27,49,707.21,0,1,36,5,0
0,0,40,54,507.6,0,7,46,6,0
0,0,49,54,450.5,1,20,8,6,0
0,0,72,121,318.6,2,21,12,6,0
0,0,316,11,330.0,0,26,22,4,0
0,0,46,28,294.0,1,7,10,3,0
0,0,75,83,522.76,0,19,12,6,0
0,0,164,133,100.0,0,2,40,5,0
0,0,0,121,105.0,0,18,47,3,0
0,0,74,133,218.0,0,18,38,5,0
0,0,28,30,103.5,0,28,17,6,0
0,0,258,57,603.96,0,17,38,5,0
0,0,6,133,122.4,1,17,7,3,0
0,0,166,98,327.6,4,25,12,6,0
0,0,52,133,267.29999999999995,0,20,26,3,0
0,0,34,49,75.0,0,18,3,4,0
0,0,1,133,315.0,0,12,33,3,0
0,0,256,152,230.01,0,14,38,5,0
0,0,28,133,130.0,0,29,44,5,0
0,0,0,93,90.0,0,3,10,4,0
0,0,67,57,407.0,3,22,21,6,0
0,0,31,79,372.0,2,5,1,6,0
0,0,73,73,192.51,0,15,15,6,0
0,0,224,28,313.2,0,17,29,6,0
0,0,7,54,354.0,0,12,11,6,0
0,0,2,133,130.0,0,10,29,2,0
0,0,18,11,246.39,1,31,45,6,0
0,0,9,49,217.0,1,25,39,6,0
0,0,0,133,98.0,1,15,8,6,0
0,0,213,42,174.0,0,16,21,4,0
0,0,28,49,171.0,0,26,9,5,0
0,0,315,42,198.0,1,29,17,6,0
0,0,14,49,252.0,0,5,50,4,0
0,0,21,49,640.0,2,21,35,6,0
0,0,103,49,469.0,2,29,53,3,0
0,0,0,133,70.0,0,30,49,2,0
0,0,0,30,140.0,0,15,42,6,0
0,0,2,133,440.0,0,2,1,6,0
0,0,14,57,238.0,0,1,5,5,0
0,0,48,54,420.0,2,9,32,6,0
0,0,112,54,120.0,0,15,11,2,0
0,0,21,42,417.0,1,25,40,6,0
0,0,13,49,179.55,0,22,52,5,0
0,0,74,133,218.0,0,18,38,5,0
0,0,204,74,640.0,1,23,34,6,0
0,0,363,57,606.0,0,11,42,4,0
0,0,1,133,79.5,2,20,52,6,0
0,0,154,74,360.0,1,29,26,6,0
0,0,36,54,300.0,1,28,44,5,0
0,0,27,57,293.76,0,26,9,6,0
0,0,70,54,492.0,0,1,18,6,0
0,0,20,42,725.0,1,24,39,6,0
0,0,256,42,180.0,0,15,25,5,0
0,0,47,49,255.0,1,25,8,6,0
0,0,2,133,99.0,0,28,48,3,0
0,0,4,133,220.0,0,6,10,2,0
0,0,9,54,716.0,1,9,20,6,0
0,0,22,133,176.4,0,10,28,6,0
0,0,31,54,217.8,1,24,22,6,0
0,0,34,49,75.0,0,18,3,4,0
0,0,64,42,150.0,2,29,30,6,0
0,0,109,57,328.23,0,2,22,6,0
0,0,221,54,148.0,1,10,41,5,0
0,0,74,49,516.0,1,23,30,6,0
0,0,25,133,124.0,0,27,31,4,0
0,0,104,57,289.8,1,8,15,5,0
0,0,5,133,106.0,1,27,9,6,0
0,0,194,54,747.0,2,21,16,6,0
0,0,257,133,203.0,0,1,27,5,0
0,0,141,133,490.5,1,2,22,5,0
0,0,16,131,480.0,1,19,20,6,0
0,0,77,57,85.5,2,30,45,6,0
0,0,8,133,114.0,0,5,2,2,0
0,0,14,133,73.0,0,27,22,5,0
0,0,28,79,202.0,1,17,17,6,0
0,0,18,54,255.0,0,2,41,5,0
0,0,109,14,432.0,2,18,20,6,0
0,0,129,14,210.6,2,22,22,6,0
0,0,32,133,75.6,1,2,45,6,0
0,0,32,79,218.84,1,18,47,6,0
0,0,2,133,69.5,0,9,2,6,0
0,0,0,133,60.0,1,22,21,2,0
0,0,48,54,462.4,0,4,18,6,0
0,0,301,42,180.0,0,30,31,5,0
0,0,263,133,420.0,1,23,25,4,0
0,0,3,54,688.02,0,7,11,6,0
0,0,72,74,374.0,2,16,11,6,0
0,0,185,28,567.0,0,12,15,6,0
0,0,116,11,237.6,2,17,51,6,0
0,0,33,57,398.0,1,15,38,6,0
0,0,24,133,70.0,0,18,7,3,0
0,0,0,79,116.0,0,30,5,3,0
0,0,42,167,627.0,0,16,38,3,0
0,0,2,133,582.0,1,15,28,6,0
0,0,39,131,452.69,3,13,47,6,0
0,0,24,133,48.0,1,4,10,6,0
0,0,0,28,115.0,0,28,40,6,0
0,0,3,133,12.0,1,16,34,3,0
0,0,47,133,192.0,0,25,44,5,0
0,0,0,133,176.0,0,3,1,3,0
0,0,185,121,453.6,2,10,42,6,0
0,0,4,49,278.01,1,4,27,3,0
0,0,41,79,468.0,0,14,38,4,0
0,0,1,133,35.0,0,17,3,2,0
0,0,10,42,585.0,0,4,2,6,0
0,0,0,78,152.0,1,18,38,3,0
0,0,27,54,369.35,1,19,3,6,0
0,0,7,121,374.0,0,26,9,6,0
0,0,0,133,153.0,0,19,34,3,0
0,0,0,76,588.0,0,19,8,3,0
0,0,200,74,134.64,0,22,16,3,0
0,0,10,11,237.0,1,28,35,3,0
0,0,21,83,216.0,0,19,8,6,0
0,0,17,49,298.0,3,29,44,6,0
0,0,141,133,192.6,1,1,27,6,0
0,0,192,147,190.0,0,24,26,5,0
0,0,166,57,154.2,1,10,15,5,0
0,0,76,152,765.0,2,11,24,6,0
0,0,71,74,938.42,0,5,23,6,0
0,0,0,54,113.0,1,12,46,6,0
0,0,34,14,386.0,1,12,29,6,0
0,0,0,28,46.0,1,19,21,5,0
0,0,1,57,510.0,1,19,38,6,0
0,0,154,122,152.1,0,15,28,6,0
0,0,110,133,342.9,1,8,28,6,0
0,0,101,74,298.0,0,30,23,5,0
0,0,238,28,406.4,0,22,43,3,0
0,0,194,54,150.0,0,1,13,5,0
0,0,210,54,291.0,0,8,41,5,0
0,0,25,57,25.0,0,20,4,5,0
0,0,39,42,218.0,0,14,33,5,0
0,0,0,133,146.0,0,28,27,6,0
0,0,1,133,168.0,2,18,25,6,0
0,0,19,133,180.0,0,22,26,2,0
0,0,0,133,205.0,0,27,40,2,0
0,0,80,133,577.15,0,4,28,5,0
0,0,160,54,548.4499999999998,1,15,28,6,0
0,0,12,49,472.0,1,27,17,6,0
0,0,66,54,318.6,0,16,11,6,0
0,0,125,74,660.59,0,7,24,3,0
0,0,23,49,115.0,2,30,18,6,0
0,0,164,14,360.0,1,28,22,3,0
0,0,0,133,150.0,0,8,32,3,0
0,0,100,44,522.0,0,3,28,6,0
0,0,20,24,772.0,1,30,31,6,0
0,0,118,14,294.75,1,16,42,6,0
0,0,287,14,133.5,0,15,42,4,0
0,0,138,167,286.68,1,2,27,6,0
0,0,136,74,618.0,1,9,24,6,0
0,0,13,57,90.0,0,22,48,5,0
0,0,55,121,101.6,1,19,4,6,0
0,0,5,133,75.0,0,16,34,3,0
0,0,39,42,288.8,0,28,10,6,0
0,0,11,133,104.0,0,23,21,6,0
0,0,79,57,201.15,0,27,53,6,0
0,0,16,74,768.0,2,19,34,3,0
0,0,44,54,442.0,2,14,47,6,0
0,0,80,133,285.72,0,28,18,6,0
0,0,0,133,40.0,0,25,5,6,0
0,0,56,49,338.6,1,30,14,3,0
0,0,63,57,641.75,0,6,15,3,0
0,0,25,54,278.0,3,26,40,6,0
0,0,33,167,540.0,1,20,25,6,0
0,0,98,133,567.0,0,11,29,6,0
0,0,17,54,96.0,0,16,42,5,0
0,0,25,14,688.0,2,26,13,6,0
0,0,78,133,32.0,0,21,47,2,0
0,0,116,42,237.6,2,17,51,6,0
0,0,2,133,58.0,1,29,5,6,0
0,0,11,54,273.0,2,13,7,6,0
0,0,24,131,180.0,2,3,49,6,0
0,0,55,54,150.0,0,6,37,4,0
0,0,97,54,450.9,2,1,32,6,0
0,0,0,54,55.0,0,1,45,3,0
0,0,165,133,546.0,0,30,53,4,0
0,0,148,14,283.5,0,17,12,6,0
0,0,8,47,101.0,2,14,25,6,0
0,0,124,42,356.4,2,9,42,6,0
0,0,1,79,89.0,0,24,22,2,0
0,0,108,121,544.11,0,22,39,3,0
0,0,346,54,445.5,2,24,30,6,0
0,0,11,42,261.0,1,1,45,6,0
0,0,1,133,117.0,1,29,13,6,0
0,0,14,54,89.0,0,2,6,3,0
0,0,36,121,457.2000000000001,2,28,18,6,0
0,0,27,74,88.0,2,27,9,6,0
0,0,1,133,48.0,0,16,12,6,0
0,0,52,42,299.2,2,1,49,6,0
0,0,214,57,459.39,0,9,23,4,0
0,0,9,133,256.79999999999995,2,5,49,6,0
0,0,287,133,267.0,0,15,42,4,0
0,0,8,133,89.0,1,20,43,2,0
0,0,214,57,277.2,0,24,12,4,0
0,0,14,133,130.0,0,19,16,5,0
0,0,5,167,80.0,1,22,48,6,0
0,0,14,49,176.0,1,3,5,6,0
0,0,18,122,209.44,2,25,4,6,0
0,0,0,54,158.0,0,12,7,6,0
0,0,40,49,165.0,0,16,3,4,0
0,0,157,79,277.95000000000005,0,8,50,5,0
0,0,189,54,180.0,1,25,13,5,0
0,0,2,133,35.0,0,20,8,2,0
0,0,5,167,393.28,0,16,21,2,0
0,0,129,122,729.0,0,31,22,6,0
0,0,12,138,195.0,0,5,32,2,0
0,0,0,133,82.0,0,13,42,3,0
0,0,115,57,850.5,0,18,29,5,0
0,0,62,42,304.2,1,11,38,6,0
0,0,4,133,135.99,2,2,1,3,0
0,0,52,133,75.0,2,10,37,3,0
0,0,28,74,231.0,0,19,43,5,0
0,0,1,133,35.1,1,26,44,6,0
0,0,152,57,213.0,0,5,14,4,0
0,0,64,24,298.44,2,25,53,6,0
0,0,98,49,706.8,1,6,28,6,0
0,0,36,57,252.84,0,23,8,5,0
0,0,64,30,210.6,1,25,18,6,0
0,0,178,57,341.32,0,7,15,5,0
0,0,203,57,192.0,0,25,21,4,0
0,0,90,167,234.0,0,14,20,3,0
0,0,1,54,330.0,0,20,20,3,0
0,0,1,133,232.0,2,23,17,6,0
0,0,25,54,225.0,0,19,8,5,0
0,0,62,37,78.52,1,27,53,6,0
0,0,40,10,218.28000000000003,0,19,38,6,0
0,0,47,133,73.3,2,26,48,6,0
0,0,0,133,130.0,0,13,28,2,0
0,0,77,24,373.05,1,24,52,6,0
0,0,0,46,85.24,0,30,36,6,0
0,2,9,57,70.0,0,15,21,4,0
0,0,18,54,465.0,2,3,22,3,0
0,0,134,28,280.79999999999995,3,25,8,6,0
0,0,64,54,378.0,1,25,31,6,0
0,0,0,133,50.0,0,12,3,3,0
0,0,0,152,582.25,0,16,25,5,0
0,0,41,133,124.0,0,12,33,4,0
0,0,17,89,89.0,0,2,31,6,0
0,0,59,133,318.6,2,11,24,6,0
0,0,56,49,178.0,2,10,42,6,0
0,0,141,121,541.45,2,29,23,6,0
0,0,115,133,180.0,0,18,12,4,0
0,0,23,133,230.36,2,25,48,6,0
0,0,51,121,513.0,1,4,45,6,0
0,0,0,133,48.0,0,10,6,3,0
0,0,70,54,763.12,2,29,53,3,0
0,0,3,121,55.0,0,20,8,6,0
0,0,2,11,179.25,1,27,48,6,0
0,0,336,57,248.0,0,15,38,4,0
0,0,136,152,558.0,0,24,21,6,0
0,0,0,133,60.0,1,5,50,2,0
0,0,36,54,353.6,1,18,52,6,0
0,0,202,74,239.7,0,9,20,5,0
0,0,33,42,619.2,1,25,13,6,0
0,0,1,30,163.98,2,30,5,3,0
0,0,221,133,178.2,2,23,25,5,0
0,0,0,133,35.0,0,21,8,2,0
0,0,102,78,65.0,1,5,24,4,0
0,0,21,42,375.0,1,28,36,6,0
0,0,99,57,579.9499999999998,0,27,17,5,0
0,0,16,57,543.2,0,1,23,6,0
0,0,72,74,289.8,0,9,15,5,0
0,0,158,14,270.0,1,22,21,3,0
0,0,19,133,70.0,0,22,8,2,0
0,0,32,49,225.0,0,16,3,4,0
0,0,199,57,178.2,1,23,25,5,0
0,0,40,49,230.4,0,5,49,6,0
0,0,104,57,700.92,1,26,35,6,0
0,0,8,42,186.0,1,5,6,6,0
0,0,80,44,108.0,1,7,27,3,0
0,0,14,14,415.0,1,3,10,6,0
0,0,2,133,261.0,1,7,11,5,0
0,0,159,152,232.0,0,16,43,4,0
0,0,6,42,118.0,2,17,34,6,0
0,0,95,54,162.0,2,19,47,6,0
0,0,69,57,298.1,0,31,13,6,0
0,0,81,133,90.0,1,16,3,3,0
0,0,29,121,760.0,1,4,23,6,0
0,0,138,133,60.0,0,25,30,4,0
0,0,3,49,290.0,1,4,10,6,0
0,0,112,54,90.0,0,2,23,5,0
0,0,69,133,536.0,0,10,33,6,0
0,0,275,57,507.15,0,10,16,4,0
0,0,192,147,190.0,0,24,26,5,0
0,0,51,131,194.0,0,3,27,6,0
0,0,21,49,220.0,2,31,36,6,0
0,0,48,133,178.6,1,23,9,6,0
0,0,16,133,152.0,0,8,11,2,0
0,0,273,133,218.0,0,17,29,5,0
0,0,75,70,110.0,1,13,16,6,0
0,0,31,42,558.0,0,23,17,4,0
0,0,21,140,351.0,0,5,41,6,0
0,0,64,54,286.4,0,5,10,6,0
0,0,33,133,200.0,2,3,18,3,0
0,0,100,133,249.0,1,29,17,4,0
0,0,78,54,457.2,2,12,29,6,0
0,0,138,24,60.0,0,25,30,4,0
0,0,0,57,118.0,1,25,8,6,0
0,0,44,49,138.0,0,24,52,3,0
0,0,5,57,130.0,1,20,34,6,0
0,0,2,57,32.0,3,28,22,6,0
0,0,62,5,405.0,2,18,16,6,0
0,0,61,133,146.0,0,4,41,5,0
0,0,0,133,276.0,0,7,41,4,0
0,0,84,138,612.0,1,15,15,6,0
0,0,86,42,405.0,1,26,22,3,0
0,0,141,33,310.5,1,14,29,6,0
0,0,228,42,411.4,1,5,41,6,0
0,0,29,133,402.5,3,5,41,6,0
0,0,190,54,192.5,0,9,19,3,0
0,0,5,133,68.0,3,5,10,6,0
0,0,38,49,310.5,0,11,16,3,0
0,0,31,133,668.8,0,27,31,5,0
0,0,259,57,785.4,1,11,33,5,0
0,0,4,54,417.0,1,8,28,6,0
0,0,1,133,402.0,0,22,35,3,0
0,0,65,54,490.6,0,21,52,5,0
0,0,0,133,25.0,0,3,49,5,0
0,0,32,133,146.0,0,20,47,5,0
0,0,3,24,174.0,1,3,32,6,0
0,0,32,133,321.6,1,7,19,6,0
0,0,215,14,288.9,2,8,33,6,0
0,0,0,133,95.0,0,17,24,0,0
0,0,164,133,200.0,0,2,40,5,0
0,0,58,57,99.0,3,5,37,6,0
0,0,1,133,105.0,1,12,7,6,0
0,0,154,74,704.1999999999998,2,15,25,3,0
0,0,171,42,364.5,1,26,30,6,0
0,0,0,133,40.0,1,18,4,2,3
0,0,29,49,482.8,1,2,1,6,0
0,0,197,57,688.5,2,27,35,6,0
0,0,5,57,264.0,3,12,7,6,0
0,0,10,49,336.0,1,20,43,6,0
0,0,3,124,246.5,0,4,6,2,0
0,0,31,14,392.4,1,26,27,6,0
0,0,102,42,340.2,2,30,45,6,0
0,0,17,133,537.3,0,4,28,3,0
0,0,57,133,272.01,1,10,24,5,0
0,0,135,74,278.4,0,8,28,5,0
0,0,56,49,242.13,1,11,15,6,0
0,0,28,74,240.3,0,15,24,6,0
0,0,1,133,114.0,0,24,22,3,0
0,0,115,74,224.0,1,2,40,6,0
0,0,151,133,190.0,0,20,12,4,0
0,0,49,152,271.8,1,4,23,6,0
0,0,105,79,283.5,0,29,18,3,0
0,0,94,121,187.2,3,16,47,6,0
0,0,122,133,170.0,0,15,16,5,0
0,0,11,54,282.0,2,20,34,6,0
0,0,24,54,425.0,0,16,43,5,0
0,0,207,54,128.0,1,26,39,5,0
0,0,78,54,42.0,2,2,1,6,0
0,0,77,133,441.0,0,28,22,6,0
0,0,8,133,30.0,0,28,5,2,0
